Name;NSta;NGroup;NRawSlotNum;TCPSegmentSize;IPCameraDataRate;DataMode;EDCAQueueLength;TCPConnected;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;DropTCPTxBufferExceeded
NGroup8NRawSlotNum5TCPSegmentSize536IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;5;536;8;MCS2_8;0;1;16.6;8.6;3030.8;0;460;0
NGroup2NRawSlotNum1TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;1;1072;8;MCS2_8;0;1;519.8;512;2034;0;125;0
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;1;1072;8;MCS2_8;0;1;526.8;519.8;2043.6;0;74.8;0
NGroup4NRawSlotNum1TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;1;1072;8;MCS2_8;0;1;527.8;520.2;2043;0;229;0
NGroup8NRawSlotNum1TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;1;1072;8;MCS2_8;0;1;526.2;517.4;2041.2;0;444.2;0
NGroup1NRawSlotNum2TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;2;1072;8;MCS2_8;0;1;374.8;368.8;1884.2;0;91.2;0
NGroup2NRawSlotNum2TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;2;1072;8;MCS2_8;0;1;374.8;368.8;1884.2;0;141.2;0
NGroup4NRawSlotNum2TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;2;1072;8;MCS2_8;0;1;385.4;378.4;1896.2;0;245;0
NGroup8NRawSlotNum2TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;2;1072;8;MCS2_8;0;1;385.4;378.4;1896.2;0;459.6;0
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;5;1072;8;MCS2_8;0;1;0.6;0.6;1512.6;0;92;0
NGroup2NRawSlotNum5TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;5;1072;8;MCS2_8;0;1;0.6;0.6;1512.6;0;142;0
NGroup4NRawSlotNum5TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;5;1072;8;MCS2_8;0;1;0.6;0.6;1512.6;0;246;0
NGroup8NRawSlotNum5TCPSegmentSize1072IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;5;1072;8;MCS2_8;0;1;0.6;0.6;1512.6;0;460.2;0
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;1;1608;8;MCS2_8;0;1;427.2;422;1686.2;0;75.4;0
NGroup2NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;1;1608;8;MCS2_8;0;1;421.4;417.2;1681.2;0;124.6;0
NGroup4NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;1;1608;8;MCS2_8;0;1;431.6;429.6;1694.2;0;229;0
NGroup8NRawSlotNum1TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;1;1608;8;MCS2_8;0;1;423.2;418.4;1685;0;444.2;0
NGroup1NRawSlotNum2TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;2;1608;8;MCS2_8;0;1;321;318.4;1579;0;92;0
NGroup4NRawSlotNum2TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;2;1608;8;MCS2_8;0;1;321;318.4;1579;0;246;0
NGroup2NRawSlotNum2TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;2;1608;8;MCS2_8;0;1;321;318.4;1579;0;142;0
NGroup8NRawSlotNum2TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;2;1608;8;MCS2_8;0;1;321;318.4;1579;0;460.8;0
NGroup1NRawSlotNum5TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;5;1608;8;MCS2_8;0;1;0.6;0.6;1260.6;0;92.2;0
NGroup2NRawSlotNum5TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;5;1608;8;MCS2_8;0;1;0.6;0.6;1260.6;0;142.2;0
NGroup4NRawSlotNum5TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;5;1608;8;MCS2_8;0;1;0.6;0.6;1260.6;0;246.2;0
NGroup8NRawSlotNum5TCPSegmentSize1608IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;5;1608;8;MCS2_8;0;1;0.6;0.6;1260.6;0;461;0
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;1;2144;8;MCS2_8;0;1;341.2;341;1102.4;0;75.2;0
NGroup4NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;1;2144;8;MCS2_8;0;1;351.8;351.2;1114.8;0;229.4;0
NGroup2NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;1;2144;8;MCS2_8;0;1;351.8;351.2;1114.8;0;125.4;0
NGroup8NRawSlotNum1TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;1;2144;8;MCS2_8;0;1;351.8;351.2;1114.8;0;443.8;0
NGroup1NRawSlotNum2TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;2;2144;8;MCS2_8;0;1;288.8;288.8;1048.2;0;93;0
NGroup2NRawSlotNum2TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;2;2144;8;MCS2_8;0;1;288.8;288.8;1048.2;0;143.2;0
NGroup4NRawSlotNum2TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;2;2144;8;MCS2_8;0;1;288.8;288.8;1048.2;0;247.4;0
NGroup8NRawSlotNum2TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;2;2144;8;MCS2_8;0;1;288.8;288.8;1048.2;0;462.4;0
NGroup1NRawSlotNum5TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;5;2144;8;MCS2_8;0;1;0.6;0.6;759.6;0;93;0
NGroup2NRawSlotNum5TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;5;2144;8;MCS2_8;0;1;0.6;0.6;759.6;0;143;0
NGroup4NRawSlotNum5TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;5;2144;8;MCS2_8;0;1;0.6;0.6;759.6;0;247;0
NGroup8NRawSlotNum5TCPSegmentSize2144IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;5;2144;8;MCS2_8;0;1;0.6;0.6;759.6;0;461.2;0
NGroup1NRawSlotNum1TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;1;2680;8;MCS2_8;0;1;416.8;416.6;1429.4;0;86;0
NGroup2NRawSlotNum1TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;1;2680;8;MCS2_8;0;1;422.4;422.2;1432.6;0;136.2;0
NGroup4NRawSlotNum1TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;1;2680;8;MCS2_8;0;1;422.4;422.2;1432.6;0;240.2;0
NGroup8NRawSlotNum1TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;1;2680;8;MCS2_8;0;1;422.4;422.2;1432.6;0;455;0
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;2;2680;8;MCS2_8;0;1;321.4;321.4;1332;0;98.2;0
NGroup2NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;2;2680;8;MCS2_8;0;1;321.4;321.4;1332;0;148.2;0
NGroup4NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;2;2680;8;MCS2_8;0;1;321.4;321.4;1332;0;252.2;0
NGroup8NRawSlotNum2TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;2;2680;8;MCS2_8;0;1;321.4;321.4;1332;0;466.4;0
NGroup1NRawSlotNum5TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;5;2680;8;MCS2_8;0;1;0.6;0.6;1010.6;0;95;0
NGroup2NRawSlotNum5TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;5;2680;8;MCS2_8;0;1;0.6;0.6;1010.6;0;144.8;0
NGroup4NRawSlotNum5TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;5;2680;8;MCS2_8;0;1;0.6;0.6;1010.6;0;249;0
NGroup8NRawSlotNum5TCPSegmentSize2680IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;5;2680;8;MCS2_8;0;1;0.6;0.6;1010.6;0;463.2;0
NGroup1NRawSlotNum1TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;1;3216;8;MCS2_8;0;1;414.2;413.4;1426.6;0;87;0
NGroup2NRawSlotNum1TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;1;3216;8;MCS2_8;0;1;413.8;413.6;1425.6;0;137;0
NGroup4NRawSlotNum1TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;1;3216;8;MCS2_8;0;1;413.8;413.6;1425.6;0;241;0
NGroup8NRawSlotNum1TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;1;3216;8;MCS2_8;0;1;417.8;417.6;1430.2;0;455.6;0
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;2;3216;8;MCS2_8;0;1;325.6;325.4;1336;0;98.8;0
NGroup2NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;2;3216;8;MCS2_8;0;1;325.6;325.4;1336;0;148.8;0
NGroup4NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;2;3216;8;MCS2_8;0;1;325.6;325.4;1336;0;252.8;0
NGroup8NRawSlotNum2TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;2;3216;8;MCS2_8;0;1;325.6;325.4;1336;0;467.6;0
NGroup1NRawSlotNum5TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;1;5;3216;8;MCS2_8;0;1;0.6;0.6;1010.6;0;95.2;0
NGroup2NRawSlotNum5TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;2;5;3216;8;MCS2_8;0;1;0.6;0.6;1010.6;0;145.2;0
NGroup4NRawSlotNum5TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;4;5;3216;8;MCS2_8;0;1;0.6;0.6;1010.6;0;249.2;0
NGroup8NRawSlotNum5TCPSegmentSize3216IpCameraDataRate8Nsta5DataModeMCS2_8;5;8;5;3216;8;MCS2_8;0;1;0.6;0.6;1010.6;0;464;0
NGroup1NRawSlotNum1TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;1;536;16;MCS2_8;0;1;2423.2;2346.2;8439.2;7;75.8;0
NGroup2NRawSlotNum1TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;1;536;16;MCS2_8;0;1;2134;2060;8155.4;0;130.6;0
NGroup4NRawSlotNum1TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;1;536;16;MCS2_8;0;1;2137.4;2060.2;8326.2;0;241;0
NGroup8NRawSlotNum1TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;1;536;16;MCS2_8;0;1;2206.2;2110.4;8391.6;0;393.8;0
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;2;536;16;MCS2_8;0;1;1448.6;1341.4;7402.4;6.8;91;0
NGroup2NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;2;536;16;MCS2_8;0;1;1433.4;1317;7382.2;0;141.8;0
NGroup4NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;2;536;16;MCS2_8;0;1;1500;1340.4;7540;0;249.6;0
NGroup8NRawSlotNum2TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;2;536;16;MCS2_8;0;1;1567.2;1368;7579;0;407;0
NGroup1NRawSlotNum5TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;5;536;16;MCS2_8;0;1;17.4;9;6039;0;92;0
NGroup2NRawSlotNum5TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;5;536;16;MCS2_8;0;1;17.4;9;6039;0;142;0
NGroup4NRawSlotNum5TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;5;536;16;MCS2_8;0;1;35.4;18;6057.2;0;246;0
NGroup8NRawSlotNum5TCPSegmentSize536IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;5;536;16;MCS2_8;0;1;46.6;23.6;6065.6;0;456.4;0
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;1;1072;16;MCS2_8;0;1;1039;1021.8;4063.8;0;75.4;0
NGroup2NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;1;1072;16;MCS2_8;0;1;1063.2;1046.6;4087;0;125.8;0
NGroup4NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;1;1072;16;MCS2_8;0;1;1056.6;1040.4;4082;0;229.8;0
NGroup8NRawSlotNum1TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;1;1072;16;MCS2_8;0;1;1043.8;1026.2;4067.6;0;445.2;0
NGroup1NRawSlotNum2TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;2;1072;16;MCS2_8;0;1;754.4;740;3764.2;0;91.4;0
NGroup2NRawSlotNum2TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;2;1072;16;MCS2_8;0;1;754.4;740;3764.2;0;141.4;0
NGroup4NRawSlotNum2TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;2;1072;16;MCS2_8;0;1;777.8;761.4;3790.4;0;245.8;0
NGroup8NRawSlotNum2TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;2;1072;16;MCS2_8;0;1;752;738.6;3765.6;0;460.6;0
NGroup1NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;5;1072;16;MCS2_8;0;1;0.6;0.6;3018.6;0;92.2;0
NGroup2NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;5;1072;16;MCS2_8;0;1;0.6;0.6;3018.6;0;142.2;0
NGroup4NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;5;1072;16;MCS2_8;0;1;0.6;0.6;3018.6;0;246.4;0
NGroup8NRawSlotNum5TCPSegmentSize1072IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;5;1072;16;MCS2_8;0;1;0.6;0.6;3018.6;0;462.2;0
NGroup1NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;1;1608;16;MCS2_8;0;1;837.8;831.6;3352.8;0;75.8;0
NGroup2NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;1;1608;16;MCS2_8;0;1;859.4;851.2;3372.4;0;125.6;0
NGroup4NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;1;1608;16;MCS2_8;0;1;856.8;847.4;3373;0;230.2;0
NGroup8NRawSlotNum1TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;1;1608;16;MCS2_8;0;1;851;840.4;3365.6;0;446;0
NGroup2NRawSlotNum2TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;2;1608;16;MCS2_8;0;1;650.8;646;3162.6;0;142.8;0
NGroup1NRawSlotNum2TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;2;1608;16;MCS2_8;0;1;650.8;646;3162.6;0;92.6;0
NGroup4NRawSlotNum2TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;2;1608;16;MCS2_8;0;1;650.8;646;3162.6;0;247;0
NGroup8NRawSlotNum2TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;2;1608;16;MCS2_8;0;1;650.8;646;3162.6;0;462.8;0
NGroup1NRawSlotNum5TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;5;1608;16;MCS2_8;0;1;0.6;0.6;2515.6;0;93;0
NGroup2NRawSlotNum5TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;5;1608;16;MCS2_8;0;1;0.6;0.6;2515.6;0;143;0
NGroup4NRawSlotNum5TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;5;1608;16;MCS2_8;0;1;0.6;0.6;2515.6;0;247;0
NGroup1NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;1;2144;16;MCS2_8;0;1;685.2;684.8;2201;0;75.8;0
NGroup2NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;1;2144;16;MCS2_8;0;1;699.6;698.6;2217.2;0;126;0
NGroup8NRawSlotNum5TCPSegmentSize1608IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;5;1608;16;MCS2_8;0;1;0.6;0.6;2515.6;0;463;0
NGroup8NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;1;2144;16;MCS2_8;0;1;699.6;698.6;2217.2;0;446;0
NGroup4NRawSlotNum1TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;1;2144;16;MCS2_8;0;1;699.6;698.6;2217.2;0;230.2;0
NGroup1NRawSlotNum2TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;2;2144;16;MCS2_8;0;1;586.6;586.2;2098.8;0;93.8;0
NGroup2NRawSlotNum2TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;2;2144;16;MCS2_8;0;1;586.6;586.2;2098.8;0;143.8;0
NGroup4NRawSlotNum2TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;2;2144;16;MCS2_8;0;1;586.6;586.2;2098.8;0;248;0
NGroup8NRawSlotNum2TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;2;2144;16;MCS2_8;0;1;586.6;586.2;2098.8;0;464;0
NGroup1NRawSlotNum5TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;5;2144;16;MCS2_8;0;1;0.6;0.6;1512.6;0;93.2;0
NGroup2NRawSlotNum5TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;5;2144;16;MCS2_8;0;1;0.6;0.6;1512.6;0;143.2;0
NGroup4NRawSlotNum5TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;5;2144;16;MCS2_8;0;1;0.6;0.6;1512.6;0;247.8;0
NGroup8NRawSlotNum5TCPSegmentSize2144IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;5;2144;16;MCS2_8;0;1;0.6;0.6;1512.6;0;463.2;0
NGroup1NRawSlotNum1TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;1;2680;16;MCS2_8;0;1;822.4;821.4;2838;0;86.6;0
NGroup2NRawSlotNum1TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;1;2680;16;MCS2_8;0;1;845.4;844.8;2860.6;0;137;0
NGroup4NRawSlotNum1TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;1;2680;16;MCS2_8;0;1;844;843.2;2859;0;241;0
NGroup8NRawSlotNum1TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;1;2680;16;MCS2_8;0;1;845.4;844.8;2860.6;0;457.2;0
NGroup1NRawSlotNum2TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;2;2680;16;MCS2_8;0;1;654.8;654.4;2669.4;0;98.6;0
NGroup2NRawSlotNum2TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;2;2680;16;MCS2_8;0;1;654.8;654.4;2669.4;0;148.8;0
NGroup4NRawSlotNum2TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;2;2680;16;MCS2_8;0;1;645;644.6;2659.6;0;252.6;0
NGroup8NRawSlotNum2TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;2;2680;16;MCS2_8;0;1;649.6;649.2;2664;0;468.6;0
NGroup1NRawSlotNum5TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;5;2680;16;MCS2_8;0;1;0.6;0.6;2014.6;0;95;0
NGroup2NRawSlotNum5TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;5;2680;16;MCS2_8;0;1;0.6;0.6;2014.6;0;145.2;0
NGroup4NRawSlotNum5TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;5;2680;16;MCS2_8;0;1;0.6;0.6;2014.6;0;249.2;0
NGroup8NRawSlotNum5TCPSegmentSize2680IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;5;2680;16;MCS2_8;0;1;0.6;0.6;2014.6;0;465.2;0
NGroup1NRawSlotNum1TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;1;3216;16;MCS2_8;0;1;839.2;837.2;2856;0;87.6;0
NGroup2NRawSlotNum1TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;1;3216;16;MCS2_8;0;1;822.6;822.2;2840.4;0;137.6;0
NGroup4NRawSlotNum1TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;1;3216;16;MCS2_8;0;1;823.6;823;2843.4;0;242;0
NGroup8NRawSlotNum1TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;1;3216;16;MCS2_8;0;1;822.6;822.2;2840.4;0;457.6;0
NGroup1NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;2;3216;16;MCS2_8;0;1;651;650.6;2665.4;0;99.4;0
NGroup4NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;2;3216;16;MCS2_8;0;1;651;650.6;2665.4;0;253.8;0
NGroup2NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;2;3216;16;MCS2_8;0;1;651;650.6;2665.4;0;149.4;0
NGroup8NRawSlotNum2TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;2;3216;16;MCS2_8;0;1;651;650.6;2665.4;0;469.6;0
NGroup1NRawSlotNum5TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;1;5;3216;16;MCS2_8;0;1;0.6;0.6;2014.6;0;96;0
NGroup2NRawSlotNum5TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;2;5;3216;16;MCS2_8;0;1;0.6;0.6;2014.6;0;146;0
NGroup4NRawSlotNum5TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;4;5;3216;16;MCS2_8;0;1;0.6;0.6;2014.6;0;250;0
NGroup8NRawSlotNum5TCPSegmentSize3216IpCameraDataRate16Nsta5DataModeMCS2_8;5;8;5;3216;16;MCS2_8;0;1;0.6;0.6;2014.6;0;466;0
NGroup1NRawSlotNum1TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;1;536;32;MCS2_8;0;1;4852;4702.8;16913.4;8;76.2;0
NGroup2NRawSlotNum1TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;2;1;536;32;MCS2_8;0;1;4265.8;4119.4;16321.2;0;130.2;0
NGroup4NRawSlotNum1TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;4;1;536;32;MCS2_8;0;1;4383.2;4214.4;16807.2;0;178.2;0
NGroup8NRawSlotNum1TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;8;1;536;32;MCS2_8;0;1;4587;4156.4;14481.4;0;33106.2;156.8
NGroup2NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;2;2;536;32;MCS2_8;0;1;2877.8;2639.2;14778;0;143.4;0
NGroup1NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;2;536;32;MCS2_8;0;1;2900.6;2673;14806.2;9.4;91;0
NGroup4NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;4;2;536;32;MCS2_8;0;1;3133.8;2721.2;15182.2;0;190.4;0
NGroup8NRawSlotNum2TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;8;2;536;32;MCS2_8;0;1;3050.2;2495.8;13370.8;0;21218.6;108.6
NGroup1NRawSlotNum5TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;5;536;32;MCS2_8;0;1;37;18.8;12096.8;0;92;0
NGroup2NRawSlotNum5TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;2;5;536;32;MCS2_8;0;1;37;18.8;12096.8;0;143;0
NGroup4NRawSlotNum5TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;4;5;536;32;MCS2_8;0;1;120.2;60.4;12170;0;237.2;0
NGroup8NRawSlotNum5TCPSegmentSize536IpCameraDataRate32Nsta5DataModeMCS2_8;5;8;5;536;32;MCS2_8;0;1;1802.6;901;13309.8;0;425;0
NGroup1NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;1;1072;32;MCS2_8;0;1;2086.4;2047;8131.8;0;75.8;0
NGroup2NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta5DataModeMCS2_8;5;2;1;1072;32;MCS2_8;0;1;2076.2;2045;8127.4;0;126.4;0
NGroup4NRawSlotNum1TCPSegmentSize1072IpCameraDataRate32Nsta5DataModeMCS2_8;5;4;1;1072;32;MCS2_8;0;1;2089.2;2054;8144;0;228.6;0
NGroup1NRawSlotNum2TCPSegmentSize1072IpCameraDataRate32Nsta5DataModeMCS2_8;5;1;2;1072;32;MCS2_8;0;1;1513.2;1487;7544.2;0;91.8;0
